gene,r
Hpca,-0.44308550408190184
Spg21,-0.44369607152498153
Gadd45gip1,0.44487079412660935
Per2,-0.44522059369874517
Sema4c,-0.44358384683449587
AI661453,-0.44560132352114645
Dclk2,0.45069911316029554
Ubqln1,0.44578717279130264
Jph1,-0.4479974582291974
Nrros,-0.45254618953427983
Plekhg1,0.4478934089147832
Ypel1,-0.4472198450832508
Arl3,0.44248826901113464
Foxg1,-0.4481840912821201
Smarcad1,-0.4407261594679294
Kcng3,-0.444172469630807
Mtss1,0.4476957267599949
Gm52606,-0.44297323157326624
Slc38a1,0.4506991399227602
Gpr37l1,0.4416501187595851
Hcfc1r1,0.44381040029810404
Bbln,-0.44447675681881954
Brms1,-0.44409015582249983
Olfr934,-0.44328204990712344
Nptx1,-0.43674316144930336
Mb,-0.44487660826299075
Pitpna,0.4498664678641993
Cdc42bpa,0.44483058860895996
Nyap2,-0.44871633648854153
Me3,-0.44224869089891466
B4galt5,0.44773368902919614
Lin7b,-0.4452166959097055
Arhgap10,-0.44590129682419805
Celsr1,-0.4473423496637926
Txn1,0.4487888545413808
Arhgap31,-0.4436268267943596
Ephb3,-0.44570485076933686
Neto1,-0.44629056316389104
Nat14,-0.4458368406564076
Grm1,0.44402204955597824
Gas6,0.44638643658785704
Evx2,-0.449217398450734
Ltbp1,-0.45094167506879823
Atxn2,0.446066689862405
Rhof,-0.44385920492753683
Clmn,0.44344669397760295
Atp5j,0.44913469990886556
Gcnt2,-0.44160127697246715
Kif5a,0.44636538857154123
Speg,-0.45051478220420993
Vmn2r96,-0.447089859938207
Rad50,-0.43977750070490085
Zfy1,-0.450354910343118
Gm46915,-0.4483193872025393
Arhgap12,0.44894816766872836
Ahcyl1,0.44733357489610537
2310061I04Rik,0.44253990389479386
Rit2,0.44200031091097314
Prtn3,-0.44863630699338547
H2bc11,-0.4490830481094369
Prss12,-0.44417362691263707
Ahsa2,0.4441119150969112
Snrpn,0.4441916024793223
Chrna7,-0.4382362250824528
Dpp6,0.4478286096018716
Gm38564,-0.445966282752572
Cnksr2,-0.4469162935049714
Cox5b,0.4461317621868659
Flii,0.44532654562561674
Sowaha,-0.44421565262508494
Slc39a10,-0.44221269782026745
Lgi3,0.4533046213707199
Col5a1,-0.4456360670840018
Serpina3c,-0.44439135324036627
Vmn1r48,-0.4527027579989759
Cyp2c70,-0.45267144955750976
Snapc4,-0.4509992396429791
Radil,-0.4503888674352407
Ggt7,0.4501200543298971
Gng10,-0.4459767559137362
Lrrtm1,0.44602862654913766
Hnrnph1,0.4477063037995929
Dus3l,0.4498848745715243
Cacng7,0.45280469229168213
Nefh,0.4480074204002254
Olfr1228,-0.4487203532598084
Acsl3,0.4450106903143771
Ap1b1,0.44906036669539007
Ovol2,-0.4447216888318436
Hpcal4,-0.45187802631600016
Sema3a,-0.45026239742244795
Paqr8,0.4480848645580853
Mdh1,0.44741820885779093
Srrm2,0.4477587558541212
Rasal1,-0.4479381837523533
Tuba1b,0.44851598273798304
Srpk2,0.44739175169624484
Trpc6,-0.44692707072949656
Rasl11b,-0.45238661717333245
Arc,-0.44455607287101295
Nob1,-0.4438571412732036
Slc24a4,-0.4467894298647041
Rasgef1a,-0.447819465974181
Iars,0.44860988675011854
Wscd2,-0.444121128256596
Podn,-0.4490017327408491
C130074G19Rik,-0.4493311776999631
Chst15,-0.4421071474787337
Clec4e,-0.44508056503448706
Pxylp1,-0.44607816396713723
Crip3,-0.44851409586756213
Aff4,0.44157313240147106
Cmya5,-0.45247782823889426
Cbfa2t3,-0.4477247210944083
Rcan1,-0.4517631663251876
Zfp831,-0.44603696887251026
Epb41l3,0.4477649779495911
Junb,-0.45040342167626235
Enho,0.4424974377193167
Arhgap20,-0.44930497230999095
Disp2,0.45005192783506415
Cdk9,-0.4454839766100337
Sipa1l1,-0.4485299561113614
Gramd2,-0.4460104864153956
Lrr1,-0.4414840629702453
Acot7,0.4459159251004026
Msantd4,0.45032771010165773
Cyp2d12,-0.4452708270400398
Tmem200c,-0.44421211020266343
Chst8,0.4458622082077736
Chrm4,-0.4530593424854481
Mid1ip1,0.4466998259312701
Clba1,-0.4479455222263297
Arhgap25,-0.4498963741655641
Hcn1,-0.44161943236044576
Pcdh9,0.4488154493527221
Upb1,-0.447437706523159
Sapcd2,-0.44976929706828767
Ipcef1,-0.45019713372687886
Sash1,0.44814219756183643
Ppp1r1b,-0.44713632562974814
Smim43,-0.4489522911540952
Macf1,0.4514009257384696
Ctnnb1,0.449424736054984
Ppat,-0.4486559373388024
Fdx2,-0.44318627954197676
Numb,-0.4463930021160989
Tmod1,-0.44877227505284617
Aars,0.4477140328602421
Lrrc75a,-0.4451642942035435
Fkbp4,0.4490625913371486
Ncs1,0.4479247671434392
Egfl7,-0.4501683943765098
Hs6st1,0.44533037601803915
Faf1,0.4492278393783762
Ndufs5,0.443671534100044
Zfp703,-0.4415511887310767
Creg2,-0.4418181577314494
Klf10,-0.44715228536329793
Sgsm2,-0.4502968835983621
Ndufa12,0.4454722571326625
Prm1,-0.44800488451333526
Egr3,-0.44998646352024085
Pwwp3a,-0.44940448526877486
Fbxo9,0.4478618648342847
Atp5a1,0.4482928358605106
Inka2,-0.45202955478883905
Ndufs6,0.44544680159349803
Sh3rf1,-0.44969384135384594
Gas7,-0.44608232333939885
Taf1c,-0.4463580164955642
Lamp5,-0.44658814579092754
Ets2,-0.45103300531456075
Iffo1,0.4454457398544096
Efcab6,-0.449344303704764
Shisa7,-0.44944219046555955
Tle5,0.44927374869099124
Mctp1,-0.44922405484091465
Macroh2a1,0.44813350098077787
Ltk,-0.4472764344811255
Dnajc1,-0.4463099953666224
Slc8a2,-0.45007068326733857
Abcg4,0.45102368402865944
Pitpnm1,0.44408556006169303
Atp5g3,0.44900272050173085
Nacc2,0.44968263123618973
Scoc,0.4453902751592379
Specc1,0.4463533777088581
P4ha1,-0.4447697475847304
Map1b,0.4494463091174446
Tspyl4,0.4489744405534348
Arl4c,0.4484280119322115
Nrsn2,0.4497374052983554
Gabarapl2,0.44979012646205263
Stard8,-0.4479348084946013
Atp1b2,0.4462965590119405
Rprml,-0.4496525085396989
Rrp36,-0.4452655073050036
Sh3gl3,-0.4459019295593219
Klf16,-0.44781816761765486
Chic2,-0.4472904881345608
Atp5c1,0.45140402948515174
Utf1,-0.45260641243106575
Aatk,0.4491221261230311
Stmn3,0.4513880758738754
Ppp1r9a,-0.44556117477330126
Inf2,-0.4523392148381986
Ddhd1,0.44914913196143014
Cpped1,-0.44517033657605176
Ntng1,0.45132662770354637
Vdac2,0.45063602583854195
Atp5b,0.44912550794228207
Atp1a2,0.44771082371128806
Camk1g,-0.4509762708795115
Dpf1,-0.45088567228413184
Pitpnm2,-0.45290288514945715
Neurl1a,-0.4516864508193339
Ina,0.45272011353505265
Kcnh1,-0.4493418358427857
B3gat3,0.4512517479343473
Cpne5,-0.45133685217179065
Gatad2a,0.4495570493836148
Ctdspl,-0.4538832872868786
Mmp16,-0.44979141322107363
Sema4f,-0.4489560405725354
Spag9,0.4479132212124636
Septin11,-0.4515530431040915
Atp5mpl,0.451406218130943
Ddn,-0.4490897004243113
Kcnh3,-0.45139518683728425
Pdia5,-0.44728524614954857
Ccl27b,-0.4471826923118768
Wbp4,0.4474688576852944
Tamalin,-0.44854661787005345
Atp1b1,0.45114224506896855
Gpr107,0.44701692908015866
Zfp672,-0.4489883190885223
Efcab1,-0.4448341031909798
Gnas,0.45230904549622847
Epop,-0.4527683669964472
Kremen1,-0.4509750855508845
Paip2,0.45024985876141
Fam174a,0.4465915739919218
Tigar,-0.44605064808379113
Tmem25,0.45212345617853417
Nab2,-0.4476723288330611
Htr2a,-0.4490113422016346
Gm52523,-0.4458261989977942
Gramd4,-0.44906515531925617
Fem1c,0.4510847032372725
Ankrd33b,-0.4513889260856771
Col6a2,-0.4520117194517468
Muc3a,-0.4503434648090332
Ppp1r1a,-0.45120469566597277
Baiap2,-0.44933692079835236
Sh3glb2,-0.4486487181007171
Plekhg5,-0.45115109724518965
Map4k2,0.4502040535460508
Adarb1,0.4529854155273736
Cmas,0.4499352127924594
Nppa,-0.4522237176910953
Mrs2,0.4540191467873717
Cox7b,0.45346544967592106
Tyro3,-0.44879296332486446
Egr2,-0.44973689213440826
Mast1,0.4503984050194183
Zbtb4,0.4521617132710338
Pvr,-0.45318883657427533
Fam163b,-0.450766108875929
Atp5pb,0.45284608981381186
Fhl2,-0.4497518809714975
Tacc1,-0.4515590423222627
Ndrg2,0.4516092800987686
Nkx1-2,-0.450311060391851
Ndufa6,0.45330450939422456
Nucb2,-0.4519794642774818
Fbxo44,0.4529568872902952
Gtdc1,-0.44879886705208766
Znfx1,-0.45279303747337324
Atp1a3,0.45287632299454134
Cracdl,-0.45313591374194834
Kcnv1,-0.44915358148778267
Mn1,-0.4516747976954117
Evl,0.4484743489610388
Arl4d,-0.45144812244920707
Laptm4a,0.4549929822616652
Nt5dc3,0.45319217352184427
Sema4a,-0.4554224383854339
Synpo,-0.45476630576847826
Tbkbp1,0.4573011565357209
Camk2n2,0.4509774645803522
Pld3,-0.4579097878187778
4930578G10Rik,-0.45291135830281526
Ttc9b,-0.45372747479003345
Kcnh4,-0.45652426939601976
Spock2,0.45142911221012866
Phactr1,-0.45792851920124156
Rimbp2,-0.45632252601150997
Myl4,-0.4512168201623238
Sh3rf3,-0.45703751250326236
Impa1,0.4535611849883897
Dlgap2,-0.457930352929493
Fnbp1,0.4561164068060941
Lrch1,0.45472571536762685
Zbtb17,-0.4566157865827167
Cckbr,-0.4541092577498597
Gm19410,-0.45754424595813387
Nek1,0.4559106352434325
Npas4,-0.4564089121711431
Rbp4,-0.457870633453278
Ctxn1,-0.45904920106253777
Ngef,-0.4577391697374633
Rcor2,-0.4585820192459708
Map4,0.46160641887224424
Ppfia4,0.4565727486795303
Adcy8,0.46094842842062445
Kndc1,0.46409284710909915
Gdf11,0.4617920960270483
Cracd,0.46077636046780385
Enah,0.46460765891964456
Crip2,-0.4679738572902615
Psd,-0.4727761694309646
Arpp19,-0.46835017494859355
Gsg1l,-0.4744209492595239
Ccdc136,0.4730528599628189
Mcm3ap,-0.47762773178855267
Dact2,-0.47905227610613665
Col6a1,-0.4842592157464878
